PropertyName,PropertySubName,Link,TopFacilitiesStr
Adani M2K Oyster Grande, sector 102,https://www.99acres.com/adani-m2k-oyster-grande-sector-102-gurgaon-npxid-r4904,"['Swimming Pool', 'Changing Area', 'School', 'Salon', 'ATM', 'Aerobics Centre', 'Card Room', 'Solar Water Heating', 'Waiting Lounge']"
G99, sector 99,https://www.99acres.com/g99-sector-99-gurgaon-npxid-r1561,"['Milk Booth', 'Manicured Garden', 'Swimming Pool', 'Football', 'Flower Garden', 'School', 'Restaurant', 'Pergola', 'Skating Rink']"
Emaar MGF Emerald Floors Premier,dependent floor ,https://www.99acres.com/emaar-mgf-emerald-floors-premier-sector-65-gurgaon-npxid-r652,"['Clinic', 'Swimming Pool', 'School', 'Piped Gas', 'Creche/Day care', 'Theatre', 'Shopping Centre', 'Lawn Tennis Court', 'Jogging Track']"
ROF Insignia Park,dependent floor ,https://www.99acres.com/rof-insignia-park-sector-93-gurgaon-npxid-r383406,"['Swimming Pool', 'Skating Rink', 'Grocery Shop', 'Gazebo', 'Cricket Pitch', 'Lawn Tennis Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court']"
DLF The Ultima, sector 81,https://www.99acres.com/dlf-the-ultima-sector-81-gurgaon-npxid-r7182,"['Mini Theatre', 'Swimming Pool', 'Theater Home', 'Football', 'Bar/Chill-Out Lounge', 'Flower Garden', 'Reading Lounge', 'Golf Course', 'Changing Area']"
Indiabulls Enigma, sector 110,https://www.99acres.com/indiabulls-enigma-sector-110-gurgaon-npxid-r31904,"['Swimming Pool', 'Aerobics Centre', 'Barbecue', 'Restaurant', 'Pergola', 'Spa', 'Pool Table', 'Cafeteria', 'Sun Deck']"
Experion The Westerlies, sector 108,https://www.99acres.com/experion-the-westerlies-sector-108-gurgaon-npxid-r18410,"['Swimming Pool', 'Reflexology Park', 'Barbecue', 'Terrace Garden', 'Gazebo', 'Fountain', 'Sun Deck', 'Amphitheatre', 'Power Back up Lift']"
Hero Homes, sector 104,https://www.99acres.com/hero-homes-sector-104-gurgaon-npxid-r318679,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Reading Lounge', 'Reflexology Park', 'Card Room', 'Barbecue', 'Restaurant', 'Sauna', 'Spa']"
Central Park Flower Valley Mikasa Plots, sector-33 sohna,https://www.99acres.com/central-park-flower-valley-mikasa-plots-sector-33-sohna-gurgaon-npxid-r308685,"['Bowling Alley', 'Concierge Service', 'Swimming Pool', 'Lounge', 'Medical Centre', 'Laundry', 'Flower Garden', 'Reflexology Park', 'Golf Course']"
M3M Skywalk, sector 74,https://www.99acres.com/m3m-skywalk-sector-74-gurgaon-npxid-r368291,"['Concierge Service', 'Swimming Pool', 'Lounge', 'Golf Course', 'Changing Area', 'Aerobics Centre', 'Restaurant', 'High Speed Elevators', 'Waiting Lounge']"
Ireo The Grand Arch, sector 58,https://www.99acres.com/ireo-the-grand-arch-sector-58-gurgaon-npxid-r659,"['Bowling Alley', 'Swimming Pool', 'Football', 'Restaurant', 'Waiting Lounge', 'Piped Gas', 'Water Softener Plant', 'Creche/Day care', 'Squash Court']"
JMS The Nation, sector 95,https://www.99acres.com/jms-the-nation-sector-95-gurgaon-npxid-r389082,"['Yoga/Meditation Area', 'Gated Community', ""Children's Play Area""]"
Imperia The Esfera, sector 37c,https://www.99acres.com/imperia-the-esfera-sector-37c-gurgaon-npxid-r1580,"['Food Court', 'Swimming Pool', 'Reading Lounge', 'Aerobics Centre', 'Restaurant', 'Water Softener Plant', 'Property Staff', 'Banquet Hall', 'Library']"
Ramprastha Primera, sector 37d,https://www.99acres.com/ramprastha-primera-sector-37d-gurgaon-npxid-r4640,"['Swimming Pool', 'Water Softener Plant', 'Theatre', 'Shopping Centre', 'Video Door Security', 'Multipurpose Court', 'Vastu Compliant', 'Multipurpose Hall', 'Yoga/Meditation Area']"
Experion The Heartsong, sector 108,https://www.99acres.com/experion-the-heartsong-sector-108-gurgaon-npxid-r6502,"['Manicured Garden', 'Bus Shelter', 'Clinic', 'Natural Pond', 'Car wash area', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Reading Lounge']"
DLF New Town Heights 2,dependent floor ,https://www.99acres.com/dlf-new-town-heights-2-sector-86-gurgaon-npxid-r23690,"['Swimming Pool', 'Pergola', 'Piped Gas', 'Grocery Shop', 'Cafeteria', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Multipurpose Court']"
DLF The Primus, sector 82a,https://www.99acres.com/dlf-the-primus-sector-82a-gurgaon-npxid-r4470,"['Swimming Pool', 'School', 'Aerobics Centre', 'Restaurant', 'Pergola', 'Waiting Lounge', 'Sauna', 'Steam Room', 'Squash Court']"
DLF The Skycourt, sector 86,https://www.99acres.com/dlf-the-skycourt-sector-86-gurgaon-npxid-r6136,"['Swimming Pool', 'Flower Garden', 'School', 'Solar Lighting', 'Card Room', 'Solar Water Heating', 'Restaurant', 'Terrace Garden', 'Piped Gas']"
Central Park Resorts, sector 48,https://www.99acres.com/central-park-resorts-sector-48-gurgaon-npxid-r6802,"['Swimming Pool', 'Golf Course', 'ATM', 'Restaurant', 'Waiting Lounge', 'Cafeteria', 'Shopping Centre', 'Video Door Security', 'Multipurpose Court']"
Suncity Avenue 76, sector 76,https://www.99acres.com/suncity-avenue-76-sector-76-gurgaon-npxid-r343747,"['School', 'High Speed Elevators', 'Creche/Day care', 'Shopping Centre', 'Cricket Pitch', 'Amphitheatre', 'Earthquake Resistant', 'Power Back up Lift', 'Party Lawn']"
International City by Sobha Phase 1, sector 109,https://www.99acres.com/international-city-by-sobha-phase-1-sector-109-gurgaon-npxid-r1204,"['Infinity Pool', 'Swimming Pool', 'Salon', 'Aerobics Centre', 'Card Room', 'Restaurant', 'Terrace Garden', 'Pergola', 'Sauna']"
Ambience Creacions, sector 22,https://www.99acres.com/ambience-creacions-sector-22-gurgaon-npxid-r39908,"['Doctor on Call', 'Bus Shelter', 'Food Court', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Medical Centre', 'Flower Garden']"
Vatika Xpressions,dependent floor ,https://www.99acres.com/vatika-xpressions-sector-88b-gurgaon-npxid-r15060,"['Swimming Pool', 'ATM', 'Creche/Day care', 'Grocery Shop', 'Property Staff', 'Billiards', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court']"
M3M Sierra 68, sector 68,https://www.99acres.com/m3m-sierra-68-sector-68-gurgaon-npxid-r211327,"['Swimming Pool', 'Restaurant', 'High Speed Elevators', 'Piped Gas', 'Property Staff', 'Cafeteria', 'Fountain', 'Sun Deck', 'Lawn Tennis Court']"
Anand Niketan, sector-2 sohna,https://www.99acres.com/anand-niketan-sector-2-sohna-gurgaon-npxid-r409033,"['Manicured Garden', 'Swimming Pool', 'Grocery Shop', 'Gazebo', 'Fountain', 'Cricket Pitch', 'Basketball Court', 'Yoga/Meditation Area', 'CCTV Camera Security']"
DLF The Belaire, sector 54,https://www.99acres.com/dlf-the-belaire-sector-54-gurgaon-npxid-r12,"['Clinic', 'Swimming Pool', 'Theater Home', 'School', 'Aerobics Centre', 'Card Room', 'Restaurant', 'Pergola', 'High Speed Elevators']"
Godrej Aria, sector 79,https://www.99acres.com/godrej-aria-sector-79-gurgaon-npxid-r55428,"['Swimming Pool', 'School', 'Spa', 'Squash Court', 'Property Staff', 'Library', 'Cricket Pitch', 'Lawn Tennis Court', 'Multipurpose Court']"
Ansals Shiva Som Valley, sector-35 sohna,https://www.99acres.com/ansals-shiva-som-valley-sector-35-sohna-gurgaon-npxid-r377672,"['Yoga/Meditation Area', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', '24x7 Security', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]"
Vipul World,dependent floor ,https://www.99acres.com/vipul-world-sector-48-gurgaon-npxid-r37528,"['Swimming Pool', 'School', 'Wi-Fi Connectivity', 'Property Staff', 'Amphitheatre', 'Yoga/Meditation Area', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup']"
Central Park Flower Valley Aqua Front Towers, sector-33 sohna,https://www.99acres.com/central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-npxid-r269936,"['Doctor on Call', 'Swimming Pool', 'Golf Course', 'Restaurant', 'Sauna', 'Jacuzzi', 'Spa', 'Grocery Shop', 'Gazebo']"
Tulip Violet, sector 69,https://www.99acres.com/tulip-violet-sector-69-gurgaon-npxid-r1013,"['Bus Shelter', 'Swimming Pool', 'Lounge', 'Golf Course', 'Changing Area', 'Gazebo', 'Cafeteria', 'Fountain', 'Video Door Security']"
Eldeco Accolade, sohna,https://www.99acres.com/eldeco-accolade-sohna-gurgaon-npxid-r71167,"['Valet Parking', 'Swimming Pool', 'Football', 'Laundry', 'Flower Garden', 'School', 'ATM', 'Card Room', 'Jacuzzi']"
M3M Natura, sector 68,https://www.99acres.com/m3m-natura-sector-68-gurgaon-npxid-r327791,"['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Salon', 'Terrace Garden', 'High Speed Elevators', 'Spa', 'Cafeteria', 'Sun Deck']"
Emaar Imperial Gardens, sector 102,https://www.99acres.com/emaar-imperial-gardens-sector-102-gurgaon-npxid-r5358,"['Swimming Pool', 'School', 'Pergola', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria', 'Shopping Centre', 'Library', 'Sun Deck']"
Ireo City Plots, sector 60,https://www.99acres.com/ireo-city-plots-sector-60-gurgaon-npxid-r10720,"['Swimming Pool', 'Salon', 'Banquet Hall', 'Lawn Tennis Court', 'Amphitheatre', 'Jogging Track', '24x7 Security', 'Club House', '24/7 Power Backup']"
Parsvnath Exotica, sector 53,https://www.99acres.com/parsvnath-exotica-sector-53-gurgaon-npxid-r11,"['Swimming Pool', 'Golf Course', 'Card Room', 'Piped Gas', 'Squash Court', 'Billiards', 'Video Door Security', 'Basketball Court', 'Entrance Lobby']"
Pioneer Urban Presidia, sector 62,https://www.99acres.com/pioneer-urban-presidia-sector-62-gurgaon-npxid-r110,"['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Reading Lounge', 'Golf Course', 'Restaurant', 'Terrace Garden', 'Spa', 'Skating Rink']"
Suncity Platinum Towers, mg road,https://www.99acres.com/suncity-platinum-towers-mg-road-gurgaon-npxid-r308091,"['Mini Theatre', 'Automated Car Wash', 'Swimming Pool', 'Business Lounge', 'Salon', 'Card Room', 'Waiting Lounge', 'Sauna', 'Steam Room']"
Godrej Nature Plus, sector-33 sohna,https://www.99acres.com/godrej-nature-plus-sector-33-sohna-gurgaon-npxid-r297055,"['Natural Pond', 'Swimming Pool', 'Skating Rink', 'Gazebo', 'Cafeteria', 'Billiards', 'Fountain', 'Shopping Centre', 'Cricket Pitch']"
Bestech Park View Grand Spa, sector 81,https://www.99acres.com/bestech-park-view-grand-spa-sector-81-gurgaon-npxid-r2086,"['Automated Car Wash', 'Acupressure Park', 'Swimming Pool', 'Golf Course', 'Salon', 'Card Room', 'Restaurant', 'High Speed Elevators', 'Waiting Lounge']"
Shree Vardhman Victoria, sector 70,https://www.99acres.com/shree-vardhman-victoria-sector-70-gurgaon-npxid-r28294,"['Bus Shelter', 'Swimming Pool', 'School', 'Card Room', 'Pergola', 'High Speed Elevators', 'Sauna', 'Steam Room', 'Water Softener Plant']"
Silverglades The Melia, sohna,https://www.99acres.com/silverglades-the-melia-sohna-gurgaon-npxid-r26828,"['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Laundry', 'Reading Lounge', 'Golf Course', 'Conference room', 'Card Room', 'Restaurant']"
Shree Vardhman Flora, sector 90,https://www.99acres.com/shree-vardhman-flora-sector-90-gurgaon-npxid-r28296,"['Swimming Pool', 'School', 'Sauna', 'Steam Room', 'Billiards', 'Fountain', 'Shopping Centre', 'Lawn Tennis Court', 'Earthquake Resistant']"
Vatika Seven Elements, sector 89 a,https://www.99acres.com/vatika-seven-elements-sector-89-a-gurgaon-npxid-r7746,"['Valet Parking', 'Food Court', 'Swimming Pool', 'Business Lounge', 'School', 'Restaurant', 'Pergola', 'Grocery Shop', 'Squash Court']"
Bellavista Central Park Resorts, sector 48,https://www.99acres.com/bellavista-central-park-resorts-sector-48-gurgaon-npxid-r343397,"['Mini Theatre', 'Infinity Pool', 'Lounge', 'Restaurant', 'High Speed Elevators', 'Sauna', 'Jacuzzi', 'Spa', 'Water Softener Plant']"
M3M Heights, sector 65,https://www.99acres.com/m3m-heights-sector-65-gurgaon-npxid-r272921,"['Bus Shelter', 'Infinity Pool', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Reflexology Park', 'Aerobics Centre', 'Restaurant', 'Terrace Garden', 'High Speed Elevators']"
Godrej Habitat, sector 3,https://www.99acres.com/godrej-habitat-sector-3-gurgaon-npxid-r326543,"['Mini Theatre', 'Foosball', 'Swimming Pool', 'Flower Garden', 'Salon', 'ATM', 'Card Room', 'Piped Gas', 'Grocery Shop']"
Adani Brahma Samsara,dependent floor ,https://www.99acres.com/adani-brahma-samsara-sector-60-gurgaon-npxid-r271215,"['Swimming Pool', 'School', 'Restaurant', 'Spa', 'Skating Rink', 'Theatre', 'Pool Table', 'Billiards', 'Shopping Centre']"
DLF The Grove,dependent floor ,https://www.99acres.com/dlf-the-grove-dlf-phase-5-gurgaon-npxid-r391580,"['Swimming Pool', 'ATM', 'Creche/Day care', 'Wi-Fi Connectivity', 'Cafeteria', 'Community Hall', 'Entrance Lobby', 'Sewage Treatment Plant', 'CCTV Camera Security']"
Corona Optus, sector 37c,https://www.99acres.com/corona-optus-sector-37c-gurgaon-npxid-r2788,"['Swimming Pool', 'School', 'Piped Gas', 'Skating Rink', 'Grocery Shop', 'Lawn Tennis Court', 'Multipurpose Court', 'Amphitheatre', 'Earthquake Resistant']"
Central Park Flower Valley Flamingo Floors,dependent floor ,https://www.99acres.com/central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-npxid-r271483,"['Swimming Pool', 'Medical Centre', 'Golf Course', 'School', 'Restaurant', 'Sauna', 'Jacuzzi', 'Steam Room', 'Creche/Day care']"
ROF Insignia Park 2, sector 95,https://www.99acres.com/rof-insignia-park-2-sector-95-gurgaon-npxid-r394471,"['Reflexology Park', 'Golf Course', 'Skating Rink', 'Gazebo', 'Cricket Pitch', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area']"
Indiabulls Centrum Park, sector 103,https://www.99acres.com/indiabulls-centrum-park-sector-103-gurgaon-npxid-r461,"['Milk Booth', 'Clinic', 'Swimming Pool', 'Business Lounge', 'Medical Centre', 'Reading Lounge', 'School', 'Salon', 'ATM']"
BPTP Fortuna, sector 70a,https://www.99acres.com/bptp-fortuna-sector-70a-gurgaon-npxid-r391135,"['Gazebo', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Club House', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden']"
Bestech Park View Spa Next, sector 67,https://www.99acres.com/bestech-park-view-spa-next-sector-67-gurgaon-npxid-r23724,"['Swimming Pool', 'School', 'Piped Gas', 'Skating Rink', 'Grocery Shop', 'Shopping Centre', 'Cricket Pitch', 'Lawn Tennis Court', 'Amphitheatre']"
DLF The Pinnacle, dlf phase 5,https://www.99acres.com/dlf-the-pinnacle-dlf-phase-5-gurgaon-npxid-r12068,"['Swimming Pool', 'Sun Deck', 'Lawn Tennis Court', 'Earthquake Resistant', 'Party Lawn', 'Vastu Compliant', 'Basketball Court', 'Badminton Court', 'Entrance Lobby']"
Godrej Oasis, sector 88a,https://www.99acres.com/godrej-oasis-sector-88a-gurgaon-npxid-r28232,"['Bus Shelter', 'Concierge Service', 'Swimming Pool', 'Grocery Shop', 'Shopping Centre', 'Sun Deck', 'Lawn Tennis Court', 'Toddler Pool', 'Table Tennis']"
Anant Raj Estate Plots, sector 63,https://www.99acres.com/anant-raj-estate-plots-sector-63-gurgaon-npxid-r368126,"['Swimming Pool', 'Restaurant', 'Spa', 'Shopping Centre', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup']"
Mapsko The Icon 79, sector 79,https://www.99acres.com/mapsko-the-icon-79-sector-79-gurgaon-npxid-r408246,"['Mini Theatre', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Spa', 'Steam Room', 'Squash Court', 'Cafeteria', 'Billiards']"
DLF Regal Gardens, sector 90,https://www.99acres.com/dlf-regal-gardens-sector-90-gurgaon-npxid-r2718,"['Swimming Pool', 'School', 'Card Room', 'Solar Water Heating', 'Waiting Lounge', 'Theatre', 'Gazebo', 'Pool Table', 'Billiards']"
DLF The Icon, dlf phase 5,https://www.99acres.com/dlf-the-icon-dlf-phase-5-gurgaon-npxid-r26572,"['Swimming Pool', 'Restaurant', 'Skating Rink', 'Wi-Fi Connectivity', 'Property Staff', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court', 'Power Back up Lift']"
Vatika Sovereign Park, sector 99,https://www.99acres.com/vatika-sovereign-park-sector-99-gurgaon-npxid-r25,"['Swimming Pool', 'Terrace Garden', 'High Speed Elevators', 'Sauna', 'Piped Gas', 'Spa', 'Steam Room', 'Pool Table', 'Shopping Centre']"
Vatika Sovereign Next, sector 82a,https://www.99acres.com/vatika-sovereign-next-sector-82a-gurgaon-npxid-r39998,"['Swimming Pool', 'Barbecue', 'Pergola', 'Sauna', 'Steam Room', 'Gazebo', 'Property Staff', 'Sun Deck', 'Earthquake Resistant']"
Central Park Flower Valley The Room,dependent floor ,https://www.99acres.com/central-park-flower-valley-the-room-sohna-gurgaon-npxid-r250617,"['Swimming Pool', 'Laundry', 'ATM', 'Restaurant', 'Creche/Day care', 'Theatre', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria']"
M3M Sky Lofts, sector 71,https://www.99acres.com/m3m-sky-lofts-sector-71-gurgaon-npxid-r324823,"['Bowling Alley', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Golf Course', 'Conference room', 'Restaurant', 'Spa', 'Theatre']"
Golden Park, sohna,https://www.99acres.com/golden-park-sohna-gurgaon-npxid-r400381,"['Swimming Pool', 'Volley Ball Court', 'Pergola', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Basketball Court']"
Ireo Savannah, sector-35 sohna,https://www.99acres.com/ireo-savannah-sector-35-sohna-gurgaon-npxid-r406279,"['Multipurpose Court', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']"
Satya Merano Greens, sector 99a,https://www.99acres.com/satya-merano-greens-sector-99a-gurgaon-npxid-r382315,"['Swimming Pool', 'Card Room', 'Cafeteria', 'Shopping Centre', 'Cricket Pitch', 'Sun Deck', 'Amphitheatre', 'Toddler Pool', 'Party Lawn']"
ATS Kocoon, sector 109,https://www.99acres.com/ats-kocoon-sector-109-gurgaon-npxid-r24656,"['Swimming Pool', 'Laundry', 'Changing Area', 'School', 'Salon', 'Visitors Parking', 'Creche/Day care', 'Squash Court', 'Wi-Fi Connectivity']"
Paras Quartier, gwal pahari,https://www.99acres.com/paras-quartier-gwal-pahari-gurgaon-npxid-r11794,"['Mini Theatre', 'Swimming Pool', 'Business Lounge', 'Volley Ball Court', 'RO System', 'Aerobics Centre', 'Card Room', 'Spa', 'Steam Room']"
Ashiana Amarah, sector 93,https://www.99acres.com/ashiana-amarah-sector-93-gurgaon-npxid-r396809,"['Swimming Pool', 'Flower Garden', 'Library', 'Lawn Tennis Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Entrance Lobby', 'Yoga/Meditation Area']"
JMS Prime Land, sector 95a,https://www.99acres.com/jms-prime-land-sector-95a-gurgaon-npxid-r374204,"['Reflexology Park', 'Volley Ball Court', 'Skating Rink', 'Cricket Pitch', 'Amphitheatre', 'Party Lawn', 'Community Hall', 'Basketball Court', 'Badminton Court']"
India Rashtra, sector 88a,https://www.99acres.com/india-rashtra-sector-88a-gurgaon-npxid-r403084,"['Swimming Pool', 'CCTV Camera Security', '24x7 Security', 'Club House', 'Gated Community', 'Landscape Garden', 'Car Parking', 'Security Cabin']"
Vipul Tatvam Villa, sector 48,https://www.99acres.com/vipul-tatvam-villa-sector-48-gurgaon-npxid-r33,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Pergola', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria', 'Fountain', 'Lawn Tennis Court', 'Multipurpose Court']"
Orris Woodview Residencies, sector 89,https://www.99acres.com/orris-woodview-residencies-sector-89-gurgaon-npxid-r136297,"['Earthquake Resistant', 'Vastu Compliant', 'Yoga/Meditation Area', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']"
Emaar MGF Palm Hills, sector 77,https://www.99acres.com/emaar-mgf-palm-hills-sector-77-gurgaon-npxid-r804,"['Swimming Pool', 'Business Lounge', 'Salon', 'ATM', 'High Speed Elevators', 'Spa', 'Creche/Day care', 'Grocery Shop', 'Cafeteria']"
Vatika City, sector 49,https://www.99acres.com/vatika-city-sector-49-gurgaon-npxid-r12222,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Card Room', 'Restaurant', 'Creche/Day care', 'Grocery Shop', 'Cafeteria', 'Banquet Hall', 'Shopping Centre']"
DLF New Town Heights 1, sector 90,https://www.99acres.com/dlf-new-town-heights-1-sector-90-gurgaon-npxid-r62,"['Swimming Pool', 'Medical Centre', 'Changing Area', 'Sauna', 'Grocery Shop', 'Squash Court', 'Cafeteria', 'Shopping Centre', 'Library']"
Vatika Gurgaon 21, sector 83,https://www.99acres.com/vatika-gurgaon-21-sector-83-gurgaon-npxid-r1166,"['Swimming Pool', 'Flower Garden', 'School', 'RO System', 'Grocery Shop', 'Pool Table', 'Property Staff', 'Billiards', 'Shopping Centre']"
Signature The Roselia, sector 95a,https://www.99acres.com/signature-the-roselia-sector-95a-gurgaon-npxid-r270741,"['Swimming Pool', 'Creche/Day care', 'Sun Deck', '24x7 Security', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]"
Vatika Independent Floors,dependent floor ,https://www.99acres.com/vatika-independent-floors-sector-82-gurgaon-npxid-r27152,"['Swimming Pool', 'School', 'Solar Lighting', 'Piped Gas', 'Property Staff', 'Community Hall', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting']"
